rank,item,repo_name,stars,forks,language,repo_url,username,issues,last_commit,description
13,LLM,ragflow,54977,5363,Python,https://github.com/infiniflow/ragflow,infiniflow,2223,2025-06-13T01:46:24Z,RAGFlow is an open-source RAG (Retrieval-Augmented Generation) engine based on deep document understanding.
14,LLM,LLaMA-Factory,52173,6298,Python,https://github.com/hiyouga/LLaMA-Factory,hiyouga,484,2025-06-12T08:10:38Z,Unified Efficient Fine-Tuning of 100+ LLMs & VLMs (ACL 2024)
15,LLM,LLMs-from-scratch,51033,7432,Jupyter Notebook,https://github.com/rasbt/LLMs-from-scratch,rasbt,7,2025-06-12T21:35:51Z,"Implement a ChatGPT-like LLM in PyTorch from scratch, step by step"
16,LLM,vllm,49506,7944,Python,https://github.com/vllm-project/vllm,vllm-project,1925,2025-06-13T03:35:17Z,A high-throughput and memory-efficient inference and serving engine for LLMs
17,LLM,crawl4ai,45446,4306,Python,https://github.com/unclecode/crawl4ai,unclecode,149,2025-06-12T10:23:07Z,"🚀🤖 Crawl4AI: Open-source LLM Friendly Web Crawler & Scraper. Don't be shy, join here: https://discord.gg/jP8KfhDhyN"
18,LLM,anything-llm,45253,4490,JavaScript,https://github.com/Mintplex-Labs/anything-llm,Mintplex-Labs,256,2025-06-13T00:15:21Z,"The all-in-one Desktop & Docker AI application with built-in RAG, AI agents, No-code agent builder, MCP compatibility,  and more."
19,LLM,llama_index,42313,6059,Python,https://github.com/run-llama/llama_index,run-llama,238,2025-06-13T00:55:06Z,LlamaIndex is the leading framework for building LLM-powered agents over your data.
20,LLM,unsloth,40476,3209,Python,https://github.com/unslothai/unsloth,unslothai,795,2025-06-12T08:23:36Z,"Fine-tuning & Reinforcement Learning for LLMs. 🦥 Train Qwen3, Llama 4, DeepSeek-R1, Gemma 3, TTS 2x faster with 70% less VRAM."
21,LLM,firecrawl,39864,3713,TypeScript,https://github.com/mendableai/firecrawl,mendableai,180,2025-06-12T20:10:59Z,"🔥 Turn entire websites into LLM-ready markdown or structured data. Scrape, crawl and extract with a single API."
22,LLM,Pake,39573,7363,Rust,https://github.com/tw93/Pake,tw93,63,2025-03-25T12:35:16Z,🤱🏻 Turn any webpage into a desktop app with Rust.  🤱🏻 利用 Rust 轻松构建轻量级多端桌面应用
23,LLM,quivr,37981,3645,Python,https://github.com/QuivrHQ/quivr,QuivrHQ,4,2025-06-12T18:41:48Z,"Opiniated RAG for integrating GenAI in your apps 🧠   Focus on your product rather than the RAG. Easy integration in existing products with customisation!  Any LLM: GPT4, Groq, Llama. Any Vectorstore: PGVector, Faiss. Any Files. Anyway you want. "
24,LLM,chatgpt-on-wechat,37614,9283,Python,https://github.com/zhayujie/chatgpt-on-wechat,zhayujie,290,2025-06-07T07:30:36Z,基于大模型搭建的聊天机器人，同时支持 微信公众号、企业微信应用、飞书、钉钉 等接入，可选择GPT4.1/GPT-4o/GPT-o1/ DeepSeek/Claude/文心一言/讯飞星火/通义千问/ Gemini/GLM-4/Kimi/LinkAI，能处理文本、语音和图片，访问操作系统和互联网，支持基于自有知识库进行定制企业智能客服。
25,LLM,ray,37492,6376,Python,https://github.com/ray-project/ray,ray-project,3799,2025-06-13T03:19:33Z,Ray is an AI compute engine. Ray consists of a core distributed runtime and a set of AI Libraries for accelerating ML workloads.
26,LLM,awesome-llm-apps,37232,4314,Python,https://github.com/Shubhamsaboo/awesome-llm-apps,Shubhamsaboo,6,2025-06-12T22:59:25Z,"Collection of awesome LLM apps with AI Agents and RAG using OpenAI, Anthropic, Gemini and opensource models."
27,LLM,ChatTTS,36765,3993,Python,https://github.com/2noise/ChatTTS,2noise,57,2025-05-23T13:00:56Z,A generative speech model for daily dialogue.
28,LLM,MoneyPrinterTurbo,36525,5204,Python,https://github.com/harry0703/MoneyPrinterTurbo,harry0703,156,2025-06-11T06:34:54Z,利用AI大模型，一键生成高清短视频 Generate short videos with one click using AI LLM.
29,LLM,milvus,35325,3251,Go,https://github.com/milvus-io/milvus,milvus-io,673,2025-06-13T03:48:22Z,"Milvus is a high-performance, cloud-native vector database built for scalable vector ANN search"
30,LLM,Langchain-Chatchat,35274,5911,TypeScript,https://github.com/chatchat-space/Langchain-Chatchat,chatchat-space,168,2025-03-25T15:45:51Z,"Langchain-Chatchat（原Langchain-ChatGLM）基于 Langchain 与 ChatGLM, Qwen 与 Llama 等语言模型的 RAG 与 Agent 应用 | Langchain-Chatchat (formerly langchain-ChatGLM), local knowledge based LLM (like ChatGLM, Qwen and Llama) RAG and Agent app with langchain "
31,LLM,chatbox,35238,3372,TypeScript,https://github.com/chatboxai/chatbox,chatboxai,711,2025-06-09T06:01:28Z,"User-friendly Desktop Client App for AI Models/LLMs (GPT, Claude, Gemini, Ollama...)"
32,LLM,mem0,34360,3418,Python,https://github.com/mem0ai/mem0,mem0ai,330,2025-06-13T02:25:16Z,Memory for AI Agents; Announcing OpenMemory MCP - local and secure memory management.
33,LLM,LLM101n,33611,1830,,https://github.com/karpathy/LLM101n,karpathy,0,2024-08-01T01:20:33Z,LLM101n: Let's build a Storyteller
34,LLM,LocalAI,33186,2543,Go,https://github.com/mudler/LocalAI,mudler,457,2025-06-12T21:33:34Z,":robot: The free, Open Source alternative to OpenAI, Claude and others. Self-hosted and local-first. Drop-in replacement for OpenAI,  running on consumer-grade hardware. No GPU required. Runs gguf, transformers, diffusers and many more models architectures. Features: Generate Text, Audio, Video, Images, Voice Cloning, Distributed, P2P inference"
35,LLM,khoj,30314,1712,Python,https://github.com/khoj-ai/khoj,khoj-ai,75,2025-06-11T20:37:52Z,"Your AI second brain. Self-hostable. Get answers from the web or your docs. Build custom agents, schedule automations, do deep research. Turn any online or local LLM into your personal, autonomous AI (gpt, claude, gemini, llama, qwen, mistral). Get started - free."
36,LLM,Mr.-Ranedeer-AI-Tutor,29563,3381,,https://github.com/JushBJJ/Mr.-Ranedeer-AI-Tutor,JushBJJ,13,2024-03-25T13:06:55Z,A GPT-4 AI Tutor Prompt for customizable personalized learning experiences.
37,LLM,1Panel,28916,2518,Go,https://github.com/1Panel-dev/1Panel,1Panel-dev,593,2025-06-13T03:46:43Z,"🔥 1Panel provides an intuitive web interface and MCP Server to manage websites, files, containers, databases, and LLMs on a Linux server."
38,LLM,cherry-studio,28353,2442,TypeScript,https://github.com/CherryHQ/cherry-studio,CherryHQ,739,2025-06-13T03:46:28Z,🍒 Cherry Studio is a desktop client that supports for multiple LLM providers.
39,LLM,ChatDev,27018,3401,Python,https://github.com/OpenBMB/ChatDev,OpenBMB,23,2025-06-05T23:58:06Z,Create Customized Software using Natural Language Idea (through LLM-powered Multi-Agent Collaboration)
40,LLM,continue,26889,2947,TypeScript,https://github.com/continuedev/continue,continuedev,868,2025-06-13T03:04:25Z,"⏩ Create, share, and use custom AI code assistants with our open-source IDE extensions and hub of models, rules, prompts, docs, and other building blocks"
41,LLM,llm.c,26851,3083,Cuda,https://github.com/karpathy/llm.c,karpathy,83,2025-05-10T23:27:57Z,"LLM training in simple, raw C/CUDA"
42,LLM,pathway,26624,602,Python,https://github.com/pathwaycom/pathway,pathwaycom,42,2025-06-13T03:37:19Z,"Python ETL framework for stream processing, real-time analytics, LLM pipelines, and RAG."
43,LLM,graphrag,25811,2646,Python,https://github.com/microsoft/graphrag,microsoft,156,2025-06-12T23:18:38Z,A modular graph-based Retrieval-Augmented Generation (RAG) system
44,LLM,one-api,25657,5224,JavaScript,https://github.com/songquanpeng/one-api,songquanpeng,857,2025-02-21T11:30:22Z,"LLM API 管理 & 分发系统，支持 OpenAI、Azure、Anthropic Claude、Google Gemini、DeepSeek、字节豆包、ChatGLM、文心一言、讯飞星火、通义千问、360 智脑、腾讯混元等主流模型，统一 API 适配，可用于 key 管理与二次分发。单可执行文件，提供 Docker 镜像，一键部署，开箱即用。LLM API management & key redistribution system, unifying multiple providers under a single API. Single binary, Docker-ready, with an English UI."
45,LLM,composio,25497,4415,Python,https://github.com/ComposioHQ/composio,ComposioHQ,42,2025-06-12T22:34:38Z,Composio equips your AI agents & LLMs with 100+ high-quality integrations via function calling
46,LLM,llm-app,25281,626,Jupyter Notebook,https://github.com/pathwaycom/llm-app,pathwaycom,5,2025-05-16T07:58:43Z,"Ready-to-run cloud templates for RAG, AI pipelines, and enterprise search with live data. 🐳Docker-friendly.⚡Always in sync with Sharepoint, Google Drive, S3, Kafka, PostgreSQL, real-time data APIs, and more."
47,LLM,semantic-kernel,25010,3949,C#,https://github.com/microsoft/semantic-kernel,microsoft,432,2025-06-12T21:39:37Z,Integrate cutting-edge LLM technology quickly and easily into your apps
48,LLM,FastGPT,24704,6357,TypeScript,https://github.com/labring/FastGPT,labring,551,2025-06-13T03:32:57Z,"FastGPT is a knowledge-based platform built on the LLMs, offers a comprehensive suite of out-of-the-box capabilities such as data processing, RAG retrieval, and visual AI workflow orchestration, letting you easily develop and deploy complex question-answering systems without the need for extensive setup or configuration."
49,LLM,storm,24565,2200,Python,https://github.com/stanford-oval/storm,stanford-oval,47,2025-05-02T22:44:16Z,An LLM-powered knowledge curation system that researches a topic and generates a full-length report with citations.
50,LLM,JARVIS,24174,2024,Python,https://github.com/microsoft/JARVIS,microsoft,79,2024-09-26T06:43:22Z,"JARVIS, a system to connect LLMs with ML community. Paper: https://arxiv.org/pdf/2303.17580.pdf"
51,LLM,litellm,23986,3186,Python,https://github.com/BerriAI/litellm,BerriAI,870,2025-06-13T03:17:25Z,"Python SDK, Proxy Server (LLM Gateway) to call 100+ LLM APIs in OpenAI format - [Bedrock, Azure, OpenAI, VertexAI, Cohere, Anthropic, Sagemaker, HuggingFace, Replicate, Groq]"
52,LLM,Awesome-LLM,23765,1996,,https://github.com/Hannibal046/Awesome-LLM,Hannibal046,8,2025-05-09T10:06:31Z,Awesome-LLM: a curated list of Large Language Model
53,LLM,void,23554,1533,TypeScript,https://github.com/voideditor/void,voideditor,190,2025-06-10T00:31:26Z,
54,LLM,gin-vue-admin,23012,6730,Go,https://github.com/flipped-aurora/gin-vue-admin,flipped-aurora,21,2025-06-12T05:13:02Z,🚀Vite+Vue3+Gin拥有AI辅助的基础开发平台，支持TS和JS混用。它集成了JWT鉴权、权限管理、动态路由、显隐可控组件、分页封装、多点登录拦截、资源权限、上传下载、代码生成器、表单生成器和可配置的导入导出等开发必备功能。
55,LLM,llamafile,22592,1190,C++,https://github.com/Mozilla-Ocho/llamafile,Mozilla-Ocho,151,2025-05-14T22:23:40Z,Distribute and run LLMs with a single file.
56,LLM,gpt-researcher,21848,2866,Python,https://github.com/assafelovic/gpt-researcher,assafelovic,102,2025-06-09T20:07:22Z,LLM based autonomous agent that conducts deep local and web research on any topic and generates a long report with citations.
57,LLM,unilm,21386,2633,Python,https://github.com/microsoft/unilm,microsoft,629,2025-06-03T09:54:32Z,"Large-scale Self-supervised Pre-training Across Tasks, Languages, and Modalities"
58,LLM,haystack,21136,2213,Python,https://github.com/deepset-ai/haystack,deepset-ai,116,2025-06-11T14:50:26Z,"AI orchestration framework to build customizable, production-ready LLM applications. Connect components (models, vector DBs, file converters) to pipelines or agents that can interact with your data. With advanced retrieval methods, it's best suited for building RAG, question answering, semantic search or conversational agent chatbots."
59,LLM,CopilotKit,21126,2881,TypeScript,https://github.com/CopilotKit/CopilotKit,CopilotKit,139,2025-06-13T02:58:05Z,"React UI + elegant infrastructure for AI Copilots, AI chatbots, and in-app AI agents. The Agentic last-mile 🪁"
60,LLM,mlc-llm,20778,1745,Python,https://github.com/mlc-ai/mlc-llm,mlc-ai,269,2025-06-08T20:36:08Z,Universal LLM Deployment Engine with ML Compilation
61,LLM,pandas-ai,20598,1974,Python,https://github.com/sinaptik-ai/pandas-ai,sinaptik-ai,19,2025-05-19T10:19:29Z,"Chat with your database or your datalake (SQL, CSV, parquet). PandasAI makes data analysis conversational using LLMs and RAG."
62,LLM,Awesome-Chinese-LLM,20348,1956,,https://github.com/HqWu-HITCS/Awesome-Chinese-LLM,HqWu-HITCS,5,2025-05-19T06:11:57Z,整理开源的中文大语言模型，以规模较小、可私有化部署、训练成本较低的模型为主，包括底座模型，垂直领域微调及应用，数据集与教程等。
63,LLM,architecture.of.internet-product,20289,4685,HTML,https://github.com/davideuler/architecture.of.internet-product,davideuler,3,2024-02-17T12:02:24Z,互联网公司技术架构，微信/淘宝/微博/腾讯/阿里/美团点评/百度/OpenAI/Google/Facebook/Amazon/eBay的架构，欢迎PR补充
64,LLM,gitleaks,20194,1621,Go,https://github.com/gitleaks/gitleaks,gitleaks,202,2025-06-09T00:51:07Z,Find secrets with Gitleaks 🔑
65,LLM,BitNet,20052,1510,Python,https://github.com/microsoft/BitNet,microsoft,112,2025-06-03T06:14:20Z,Official inference framework for 1-bit LLMs
66,LLM,Scrapegraph-ai,19979,1698,Python,https://github.com/ScrapeGraphAI/Scrapegraph-ai,ScrapeGraphAI,13,2025-06-09T11:58:05Z,Python scraper based on AI
67,LLM,llm-cookbook,19852,2391,Jupyter Notebook,https://github.com/datawhalechina/llm-cookbook,datawhalechina,2,2025-06-12T14:48:07Z,面向开发者的 LLM 入门教程，吴恩达大模型系列课程中文版
68,LLM,Chinese-LLaMA-Alpaca,18852,1893,Python,https://github.com/ymcui/Chinese-LLaMA-Alpaca,ymcui,2,2024-04-30T04:28:38Z,中文LLaMA&Alpaca大语言模型+本地CPU/GPU训练部署 (Chinese LLaMA & Alpaca LLMs)
69,LLM,peft,18752,1908,Python,https://github.com/huggingface/peft,huggingface,24,2025-06-11T16:01:13Z,🤗 PEFT: State-of-the-art Parameter-Efficient Fine-Tuning.
70,LLM,llm-action,18494,2180,HTML,https://github.com/liguodongiot/llm-action,liguodongiot,15,2025-06-08T04:21:05Z,本项目旨在分享大模型相关技术原理以及实战经验（大模型工程化、大模型应用落地）
71,LLM,Qwen,18485,1515,Python,https://github.com/QwenLM/Qwen,QwenLM,13,2025-04-29T09:24:42Z,The official repo of Qwen (通义千问) chat & pretrained large language model proposed by Alibaba Cloud.
72,LLM,vanna,18094,1621,Python,https://github.com/vanna-ai/vanna,vanna-ai,178,2025-04-10T03:18:09Z,🤖 Chat with your SQL database 📊. Accurate Text-to-SQL Generation via LLMs using RAG 🔄.
73,LLM,agenticSeek,18048,1740,Python,https://github.com/Fosowl/agenticSeek,Fosowl,16,2025-06-12T17:11:48Z,"Fully Local Manus AI. No APIs, No $200 monthly bills. Enjoy an autonomous agent that thinks, browses the web, and code for the sole cost of electricity. 🔔 Official updates only via twitter @Martin993886460. Any other account is fake."
74,LLM,crawlee,17910,834,TypeScript,https://github.com/apify/crawlee,apify,129,2025-06-13T03:15:53Z,"Crawlee—A web scraping and browser automation library for Node.js to build reliable crawlers. In JavaScript and TypeScript. Extract data for AI, LLMs, RAG, or GPTs. Download HTML, PDF, JPG, PNG, and other files from websites. Works with Puppeteer, Playwright, Cheerio, JSDOM, and raw HTTP. Both headful and headless mode. With proxy rotation."
75,LLM,self-llm,17763,1893,Jupyter Notebook,https://github.com/datawhalechina/self-llm,datawhalechina,135,2025-06-12T08:55:06Z,《开源大模型食用指南》针对中国宝宝量身打造的基于Linux环境快速微调（全参数/Lora）、部署国内外开源大模型（LLM）/多模态大模型（MLLM）教程
76,LLM,agentic,17628,2229,TypeScript,https://github.com/transitive-bullshit/agentic,transitive-bullshit,11,2025-06-06T15:18:17Z,AI agent stdlib that works with any LLM and TypeScript AI SDK.
77,LLM,RAG_Techniques,17563,1737,Jupyter Notebook,https://github.com/NirDiamant/RAG_Techniques,NirDiamant,0,2025-06-09T13:00:42Z,This repository showcases various advanced techniques for Retrieval-Augmented Generation (RAG) systems. RAG systems combine information retrieval with generative models to provide accurate and contextually rich responses.
78,LLM,llama-cookbook,17463,2516,Jupyter Notebook,https://github.com/meta-llama/llama-cookbook,meta-llama,20,2025-06-11T17:31:59Z,"Welcome to the Llama Cookbook! This is your go to guide for Building with Llama: Getting started with Inference, Fine-Tuning, RAG. We also show you how to solve end to end problems using Llama model family and using them on various provider services  "
79,LLM,LightRAG,17392,2400,Python,https://github.com/HKUDS/LightRAG,HKUDS,344,2025-06-11T09:03:37Z,"""LightRAG: Simple and Fast Retrieval-Augmented Generation"""
80,LLM,Janus,17353,2242,Python,https://github.com/deepseek-ai/Janus,deepseek-ai,151,2025-02-01T07:58:29Z,Janus-Series: Unified Multimodal Understanding and Generation Models
81,LLM,repomix,16890,729,TypeScript,https://github.com/yamadashy/repomix,yamadashy,91,2025-06-13T02:46:13Z,"📦 Repomix is a powerful tool that packs your entire repository into a single, AI-friendly file. Perfect for when you need to feed your codebase to Large Language Models (LLMs) or other AI tools like Claude, ChatGPT, DeepSeek, Perplexity, Gemini, Gemma, Llama, Grok, and more."
82,LLM,letta,16837,1750,Python,https://github.com/letta-ai/letta,letta-ai,26,2025-06-12T16:33:25Z,"Letta (formerly MemGPT) is the stateful agents framework with memory, reasoning, and context management."
83,LLM,MaxKB,16808,2165,Python,https://github.com/1Panel-dev/MaxKB,1Panel-dev,138,2025-06-13T03:46:29Z,"💬 MaxKB is an open-source AI assistant for enterprise. It seamlessly integrates RAG pipelines, supports robust workflows, and provides MCP tool-use capabilities."
84,LLM,DB-GPT,16755,2296,Python,https://github.com/eosphoros-ai/DB-GPT,eosphoros-ai,396,2025-06-12T11:55:27Z,AI Native Data App Development framework with AWEL(Agentic Workflow Expression Language) and Agents
85,LLM,SuperAGI,16409,2004,Python,https://github.com/TransformerOptimus/SuperAGI,TransformerOptimus,145,2025-01-22T22:14:07Z,"<⚡️> SuperAGI - A dev-first open source autonomous AI agent framework. Enabling developers to build, manage & run useful autonomous agents quickly and reliably."
86,LLM,evals,16351,2737,Python,https://github.com/openai/evals,openai,99,2024-12-18T22:09:47Z,"Evals is a framework for evaluating LLMs and LLM systems, and an open-source registry of benchmarks."
87,LLM,SWE-agent,16273,1668,Python,https://github.com/SWE-agent/SWE-agent,SWE-agent,37,2025-06-12T22:46:39Z,"SWE-agent takes a GitHub issue and tries to automatically fix it, using your LM of choice. It can also be employed for offensive cybersecurity or competitive coding challenges. [NeurIPS 2024] "
88,LLM,RagaAI-Catalyst,16188,3777,Python,https://github.com/raga-ai-hub/RagaAI-Catalyst,raga-ai-hub,8,2025-06-10T10:43:33Z,"Python SDK for Agent AI Observability, Monitoring and Evaluation Framework. Includes features like agent, llm and tools tracing, debugging multi-agentic system, self-hosted dashboard and advanced analytics with timeline and execution graph view "
89,LLM,kubesphere,16050,2213,Go,https://github.com/kubesphere/kubesphere,kubesphere,474,2025-06-13T01:48:48Z,"The container platform tailored for Kubernetes multi-cloud, datacenter, and edge management ⎈ 🖥 ☁️"
90,LLM,ChatGLM2-6B,15730,1838,Python,https://github.com/THUDM/ChatGLM2-6B,THUDM,430,2024-06-27T04:05:08Z,ChatGLM2-6B: An Open Bilingual Chat LLM | 开源双语对话语言模型
91,LLM,DocsGPT,15706,1669,TypeScript,https://github.com/arc53/DocsGPT,arc53,20,2025-06-13T00:14:14Z,"DocsGPT is an open-source genAI tool that helps users get reliable answers from knowledge source, while avoiding hallucinations. It enables private and reliable information retrieval, with tooling and agentic system capability built in."
92,LLM,web-llm,15662,1025,TypeScript,https://github.com/mlc-ai/web-llm,mlc-ai,108,2025-05-05T03:17:42Z,High-performance In-browser LLM Inference Engine 
93,LLM,ChuanhuChatGPT,15414,2279,Python,https://github.com/GaiZhenbiao/ChuanhuChatGPT,GaiZhenbiao,120,2025-03-13T09:36:38Z,"GUI for ChatGPT API and many LLMs. Supports agents, file-based QA, GPT finetuning and query with web search. All with a neat UI."
94,LLM,SillyTavern,15243,3422,JavaScript,https://github.com/SillyTavern/SillyTavern,SillyTavern,269,2025-06-12T19:17:43Z,LLM Frontend for Power Users.
95,LLM,sglang,15091,1984,Python,https://github.com/sgl-project/sglang,sgl-project,470,2025-06-12T23:50:05Z,SGLang is a fast serving framework for large language models and vision language models.
96,LLM,screenpipe,15008,1113,TypeScript,https://github.com/mediar-ai/screenpipe,mediar-ai,164,2025-06-06T02:55:26Z,"AI app store powered by 24/7 desktop history.  open source | 100% local | dev friendly | 24/7 screen, mic recording"
97,LLM,ai,14910,2381,TypeScript,https://github.com/vercel/ai,vercel,566,2025-06-12T16:11:49Z,"The AI Toolkit for TypeScript. From the creators of Next.js, the AI SDK is a free open-source library for building AI-powered applications and agents "
98,LLM,Llama-Chinese,14605,1305,Python,https://github.com/LlamaFamily/Llama-Chinese,LlamaFamily,196,2025-04-06T09:16:55Z,Llama中文社区，实时汇总最新Llama学习资料，构建最好的中文Llama大模型开源生态，完全开源可商用
99,LLM,goose,14519,1157,Rust,https://github.com/block/goose,block,237,2025-06-13T03:35:38Z,"an open source, extensible AI agent that goes beyond code suggestions - install, execute, edit, and test with any LLM"
100,LLM,ktransformers,14355,1023,Python,https://github.com/kvcache-ai/ktransformers,kvcache-ai,553,2025-06-11T08:05:04Z,A Flexible Framework for Experiencing Cutting-edge LLM Inference Optimizations
1,ChatGPT,awesome-chatgpt-prompts,128697,17059,JavaScript,https://github.com/f/awesome-chatgpt-prompts,f,0,2025-06-10T18:50:24Z,This repo includes ChatGPT prompt curation to use ChatGPT and other LLM tools better.
2,ChatGPT,generative-ai-for-beginners,85056,44472,Jupyter Notebook,https://github.com/microsoft/generative-ai-for-beginners,microsoft,3,2025-06-09T03:53:52Z,"21 Lessons, Get Started Building with Generative AI  🔗 https://microsoft.github.io/generative-ai-for-beginners/"
3,ChatGPT,NextChat,83770,61112,TypeScript,https://github.com/ChatGPTNextWeb/NextChat,ChatGPTNextWeb,633,2025-06-12T03:19:24Z,✨ Light and Fast AI Assistant. Support: Web | iOS | MacOS | Android |  Linux | Windows
4,ChatGPT,langflow,72790,6807,Python,https://github.com/langflow-ai/langflow,langflow-ai,418,2025-06-13T03:42:40Z,Langflow is a powerful tool for building and deploying AI-powered agents and workflows.
5,ChatGPT,gpt_academic,68754,8353,Python,https://github.com/binary-husky/gpt_academic,binary-husky,257,2025-06-03T18:25:00Z,"为GPT/GLM等LLM大语言模型提供实用化交互接口，特别优化论文阅读/润色/写作体验，模块化设计，支持自定义快捷按钮&函数插件，支持Python和C++等项目剖析&自译解功能，PDF/LaTex论文翻译&总结功能，支持并行问询多种LLM模型，支持chatglm3等本地模型。接入通义千问, deepseekcoder, 讯飞星火, 文心一言, llama2, rwkv, claude2, moss等。"
6,ChatGPT,openai-cookbook,64597,10627,MDX,https://github.com/openai/openai-cookbook,openai,25,2025-06-13T03:26:35Z,Examples and guides for using the OpenAI API
7,ChatGPT,gpt4free,64449,13651,Python,https://github.com/xtekky/gpt4free,xtekky,9,2025-06-13T03:38:37Z,"The official gpt4free repository | various collection of powerful language models | o4, o3 and deepseek r1, gpt-4.1, gemini 2.5"
8,ChatGPT,lobe-chat,62437,12959,TypeScript,https://github.com/lobehub/lobe-chat,lobehub,768,2025-06-13T00:32:39Z,"🤯 Lobe Chat - an open-source, modern-design AI chat framework. Supports Multi AI Providers( OpenAI / Claude 4 / Gemini / Ollama / DeepSeek / Qwen), Knowledge Base (file upload / knowledge management / RAG ), Multi-Modals (Plugins/Artifacts) and Thinking. One-click FREE deployment of your private ChatGPT/ Claude / DeepSeek application."
9,ChatGPT,open-interpreter,59668,5076,Python,https://github.com/OpenInterpreter/open-interpreter,OpenInterpreter,219,2025-04-23T07:18:30Z,A natural language interface for computers
10,ChatGPT,Prompt-Engineering-Guide,57969,5739,MDX,https://github.com/dair-ai/Prompt-Engineering-Guide,dair-ai,146,2025-06-09T14:29:35Z,"🐙 Guides, papers, lecture, notebooks and resources for prompt engineering"
11,ChatGPT,OpenHands,57948,6623,Python,https://github.com/All-Hands-AI/OpenHands,All-Hands-AI,262,2025-06-13T03:47:34Z,"🙌 OpenHands: Code Less, Make More"
12,ChatGPT,awesome-chatgpt-prompts-zh,55383,13572,,https://github.com/PlexPt/awesome-chatgpt-prompts-zh,PlexPt,38,2025-01-01T08:34:33Z,ChatGPT 中文调教指南。各种场景使用指南。学习怎么让它听你的话。
13,ChatGPT,ragflow,54977,5363,Python,https://github.com/infiniflow/ragflow,infiniflow,2223,2025-06-13T01:46:24Z,RAGFlow is an open-source RAG (Retrieval-Augmented Generation) engine based on deep document understanding.
14,ChatGPT,ChatGPT,53816,6119,Rust,https://github.com/lencx/ChatGPT,lencx,805,2024-08-29T17:58:11Z,"🔮 ChatGPT Desktop Application (Mac, Windows and Linux)"
15,ChatGPT,LLMs-from-scratch,51033,7432,Jupyter Notebook,https://github.com/rasbt/LLMs-from-scratch,rasbt,7,2025-06-12T21:35:51Z,"Implement a ChatGPT-like LLM in PyTorch from scratch, step by step"
16,ChatGPT,autogen,45899,6964,Python,https://github.com/microsoft/autogen,microsoft,503,2025-06-12T22:18:35Z,A programming framework for agentic AI 🤖 PyPi: autogen-agentchat Discord: https://aka.ms/autogen-discord Office Hour: https://aka.ms/autogen-officehour
