rank,item,repo_name,stars,forks,language,repo_url,username,issues,last_commit,description
1,LLM,ollama,141820,11877,Go,https://github.com/ollama/ollama,ollama,1570,2025-05-27T01:59:07Z,"Get up and running with Llama 3.3, DeepSeek-R1, Phi-4, Gemma 3, Mistral Small 3.1 and other large language models."
2,LLM,awesome-chatgpt-prompts,126675,16833,JavaScript,https://github.com/f/awesome-chatgpt-prompts,f,0,2025-05-24T05:14:58Z,This repo includes ChatGPT prompt curation to use ChatGPT and other LLM tools better.
3,LLM,dify,99179,14916,TypeScript,https://github.com/langgenius/dify,langgenius,642,2025-05-27T03:27:37Z,"Dify is an open-source LLM app development platform. Dify's intuitive interface combines AI workflow, RAG pipeline, agent capabilities, model management, observability features and more, letting you quickly go from prototype to production."
4,LLM,open-webui,96284,12461,JavaScript,https://github.com/open-webui/open-webui,open-webui,115,2025-05-26T23:06:03Z,"User-friendly AI Interface (Supports Ollama, OpenAI API, ...)"
5,LLM,llama.cpp,80901,11921,C++,https://github.com/ggml-org/llama.cpp,ggml-org,339,2025-05-27T00:04:04Z,LLM inference in C/C++
6,LLM,gpt4all,73412,8027,C++,https://github.com/nomic-ai/gpt4all,nomic-ai,687,2025-03-19T23:33:36Z,GPT4All: Run Local LLMs on Any Device. Open-source and available for commercial use.
7,LLM,gpt_academic,68592,8349,Python,https://github.com/binary-husky/gpt_academic,binary-husky,256,2025-05-06T14:19:12Z,"为GPT/GLM等LLM大语言模型提供实用化交互接口，特别优化论文阅读/润色/写作体验，模块化设计，支持自定义快捷按钮&函数插件，支持Python和C++等项目剖析&自译解功能，PDF/LaTex论文翻译&总结功能，支持并行问询多种LLM模型，支持chatglm3等本地模型。接入通义千问, deepseekcoder, 讯飞星火, 文心一言, llama2, rwkv, claude2, moss等。"
8,LLM,browser-use,61574,6891,Python,https://github.com/browser-use/browser-use,browser-use,380,2025-05-27T03:39:11Z,🌐 Make websites accessible for AI agents. Automate tasks online with ease.
9,LLM,OpenHands,56252,6320,Python,https://github.com/All-Hands-AI/OpenHands,All-Hands-AI,213,2025-05-27T01:35:27Z,"🙌 OpenHands: Code Less, Make More"
10,LLM,MetaGPT,55884,6654,Python,https://github.com/FoundationAgents/MetaGPT,FoundationAgents,35,2025-05-16T13:18:18Z,"🌟 The Multi-Agent Framework: First AI Software Company, Towards Natural Language Programming"
11,LLM,ragflow,53629,5142,TypeScript,https://github.com/infiniflow/ragflow,infiniflow,2102,2025-05-27T03:44:54Z,RAGFlow is an open-source RAG (Retrieval-Augmented Generation) engine based on deep document understanding.
12,LLM,llm-course,52991,5636,Jupyter Notebook,https://github.com/mlabonne/llm-course,mlabonne,50,2025-05-12T08:34:35Z,Course to get into Large Language Models (LLMs) with roadmaps and Colab notebooks.
13,LLM,LLaMA-Factory,50772,6137,Python,https://github.com/hiyouga/LLaMA-Factory,hiyouga,468,2025-05-26T18:05:56Z,Unified Efficient Fine-Tuning of 100+ LLMs & VLMs (ACL 2024)
14,LLM,LLMs-from-scratch,50193,7265,Jupyter Notebook,https://github.com/rasbt/LLMs-from-scratch,rasbt,3,2025-04-20T02:16:18Z,"Implement a ChatGPT-like LLM in PyTorch from scratch, step by step"
15,LLM,vllm,48117,7615,Python,https://github.com/vllm-project/vllm,vllm-project,1830,2025-05-27T03:13:38Z,A high-throughput and memory-efficient inference and serving engine for LLMs
16,LLM,anything-llm,44507,4375,JavaScript,https://github.com/Mintplex-Labs/anything-llm,Mintplex-Labs,248,2025-05-26T23:37:51Z,"The all-in-one Desktop & Docker AI application with built-in RAG, AI agents, No-code agent builder, MCP compatibility,  and more."
17,LLM,crawl4ai,44345,4149,Python,https://github.com/unclecode/crawl4ai,unclecode,136,2025-05-26T09:08:36Z,"🚀🤖 Crawl4AI: Open-source LLM Friendly Web Crawler & Scraper. Don't be shy, join here: https://discord.gg/jP8KfhDhyN"
18,LLM,llama_index,41891,5981,Python,https://github.com/run-llama/llama_index,run-llama,260,2025-05-27T03:39:39Z,LlamaIndex is the leading framework for building LLM-powered agents over your data.
19,LLM,unsloth,39399,3101,Python,https://github.com/unslothai/unsloth,unslothai,945,2025-05-27T00:20:57Z,"Finetune Qwen3, Llama 4, TTS, DeepSeek-R1 & Gemma 3 LLMs 2x faster with 70% less memory! 🦥"
20,LLM,firecrawl,38900,3561,TypeScript,https://github.com/mendableai/firecrawl,mendableai,178,2025-05-26T07:21:09Z,"🔥 Turn entire websites into LLM-ready markdown or structured data. Scrape, crawl and extract with a single API."
21,LLM,Pake,38671,7139,Rust,https://github.com/tw93/Pake,tw93,57,2025-03-25T12:35:16Z,🤱🏻 Turn any webpage into a desktop app with Rust.  🤱🏻 利用 Rust 轻松构建轻量级多端桌面应用
22,LLM,quivr,37901,3638,Python,https://github.com/QuivrHQ/quivr,QuivrHQ,5,2025-05-26T16:32:58Z,"Opiniated RAG for integrating GenAI in your apps 🧠   Focus on your product rather than the RAG. Easy integration in existing products with customisation!  Any LLM: GPT4, Groq, Llama. Any Vectorstore: PGVector, Faiss. Any Files. Anyway you want. "
23,LLM,ray,37198,6309,Python,https://github.com/ray-project/ray,ray-project,3765,2025-05-26T19:00:55Z,Ray is an AI compute engine. Ray consists of a core distributed runtime and a set of AI Libraries for accelerating ML workloads.
24,LLM,chatgpt-on-wechat,36961,9229,Python,https://github.com/zhayujie/chatgpt-on-wechat,zhayujie,286,2025-05-25T09:44:28Z,基于大模型搭建的聊天机器人，同时支持 微信公众号、企业微信应用、飞书、钉钉 等接入，可选择GPT4.1/GPT-4o/GPT-o1/ DeepSeek/Claude/文心一言/讯飞星火/通义千问/ Gemini/GLM-4/Kimi/LinkAI，能处理文本、语音和图片，访问操作系统和互联网，支持基于自有知识库进行定制企业智能客服。
25,LLM,ChatTTS,36353,3931,Python,https://github.com/2noise/ChatTTS,2noise,59,2025-05-23T13:00:56Z,A generative speech model for daily dialogue.
