rank,item,repo_name,stars,forks,language,repo_url,username,issues,last_commit,description
1,LLM,ollama,141371,11837,Go,https://github.com/ollama/ollama,ollama,1571,2025-05-23T02:09:43Z,"Get up and running with Llama 3.3, DeepSeek-R1, Phi-4, Gemma 3, Mistral Small 3.1 and other large language models."
2,LLM,awesome-chatgpt-prompts,126202,16789,JavaScript,https://github.com/f/awesome-chatgpt-prompts,f,0,2025-05-16T08:30:39Z,This repo includes ChatGPT prompt curation to use ChatGPT and other LLM tools better.
3,LLM,dify,98630,14818,TypeScript,https://github.com/langgenius/dify,langgenius,654,2025-05-23T03:20:03Z,"Dify is an open-source LLM app development platform. Dify's intuitive interface combines AI workflow, RAG pipeline, agent capabilities, model management, observability features and more, letting you quickly go from prototype to production."
4,LLM,open-webui,95756,12361,JavaScript,https://github.com/open-webui/open-webui,open-webui,172,2025-05-22T23:26:16Z,"User-friendly AI Interface (Supports Ollama, OpenAI API, ...)"
5,LLM,llama.cpp,80716,11870,C++,https://github.com/ggml-org/llama.cpp,ggml-org,341,2025-05-22T23:26:08Z,LLM inference in C/C++
6,LLM,gpt4all,73376,8015,C++,https://github.com/nomic-ai/gpt4all,nomic-ai,685,2025-03-19T23:33:36Z,GPT4All: Run Local LLMs on Any Device. Open-source and available for commercial use.
7,LLM,gpt_academic,68559,8346,Python,https://github.com/binary-husky/gpt_academic,binary-husky,254,2025-05-06T14:19:12Z,"为GPT/GLM等LLM大语言模型提供实用化交互接口，特别优化论文阅读/润色/写作体验，模块化设计，支持自定义快捷按钮&函数插件，支持Python和C++等项目剖析&自译解功能，PDF/LaTex论文翻译&总结功能，支持并行问询多种LLM模型，支持chatglm3等本地模型。接入通义千问, deepseekcoder, 讯飞星火, 文心一言, llama2, rwkv, claude2, moss等。"
8,LLM,browser-use,61139,6793,Python,https://github.com/browser-use/browser-use,browser-use,375,2025-05-23T00:11:16Z,🌐 Make websites accessible for AI agents. Automate tasks online with ease.
9,LLM,MetaGPT,55796,6641,Python,https://github.com/FoundationAgents/MetaGPT,FoundationAgents,37,2025-05-16T13:18:18Z,"🌟 The Multi-Agent Framework: First AI Software Company, Towards Natural Language Programming"
10,LLM,OpenHands,55251,6207,Python,https://github.com/All-Hands-AI/OpenHands,All-Hands-AI,215,2025-05-23T03:09:38Z,"🙌 OpenHands: Code Less, Make More"
11,LLM,ragflow,53217,5106,TypeScript,https://github.com/infiniflow/ragflow,infiniflow,2086,2025-05-23T01:49:45Z,RAGFlow is an open-source RAG (Retrieval-Augmented Generation) engine based on deep document understanding.
12,LLM,llm-course,52209,5581,Jupyter Notebook,https://github.com/mlabonne/llm-course,mlabonne,49,2025-05-12T08:34:35Z,Course to get into Large Language Models (LLMs) with roadmaps and Colab notebooks.
13,LLM,LLMs-from-scratch,49881,7202,Jupyter Notebook,https://github.com/rasbt/LLMs-from-scratch,rasbt,3,2025-04-20T02:16:18Z,"Implement a ChatGPT-like LLM in PyTorch from scratch, step by step"
14,LLM,LLaMA-Factory,49442,6021,Python,https://github.com/hiyouga/LLaMA-Factory,hiyouga,465,2025-05-21T17:32:59Z,Unified Efficient Fine-Tuning of 100+ LLMs & VLMs (ACL 2024)
15,LLM,vllm,47882,7558,Python,https://github.com/vllm-project/vllm,vllm-project,1835,2025-05-23T03:17:39Z,A high-throughput and memory-efficient inference and serving engine for LLMs
16,LLM,anything-llm,44361,4353,JavaScript,https://github.com/Mintplex-Labs/anything-llm,Mintplex-Labs,247,2025-05-22T00:49:34Z,"The all-in-one Desktop & Docker AI application with built-in RAG, AI agents, No-code agent builder, MCP compatibility,  and more."
17,LLM,crawl4ai,44005,4095,Python,https://github.com/unclecode/crawl4ai,unclecode,135,2025-05-23T02:43:10Z,"🚀🤖 Crawl4AI: Open-source LLM Friendly Web Crawler & Scraper. Don't be shy, join here: https://discord.gg/jP8KfhDhyN"
18,LLM,llama_index,41799,5969,Python,https://github.com/run-llama/llama_index,run-llama,259,2025-05-23T03:14:08Z,LlamaIndex is the leading framework for building LLM-powered agents over your data.
19,LLM,unsloth,39192,3073,Python,https://github.com/unslothai/unsloth,unslothai,935,2025-05-22T06:21:16Z,"Finetune Qwen3, Llama 4, TTS, DeepSeek-R1 & Gemma 3 LLMs 2x faster with 70% less memory! 🦥"
20,LLM,firecrawl,38699,3537,TypeScript,https://github.com/mendableai/firecrawl,mendableai,177,2025-05-22T21:13:35Z,"🔥 Turn entire websites into LLM-ready markdown or structured data. Scrape, crawl and extract with a single API."
21,LLM,Pake,38582,7100,Rust,https://github.com/tw93/Pake,tw93,56,2025-03-25T12:35:16Z,🤱🏻 Turn any webpage into a desktop app with Rust.  🤱🏻 利用 Rust 轻松构建轻量级多端桌面应用
22,LLM,quivr,37881,3638,Python,https://github.com/QuivrHQ/quivr,QuivrHQ,5,2025-05-20T07:25:24Z,"Opiniated RAG for integrating GenAI in your apps 🧠   Focus on your product rather than the RAG. Easy integration in existing products with customisation!  Any LLM: GPT4, Groq, Llama. Any Vectorstore: PGVector, Faiss. Any Files. Anyway you want. "
23,LLM,ray,37157,6304,Python,https://github.com/ray-project/ray,ray-project,3757,2025-05-23T01:48:09Z,Ray is an AI compute engine. Ray consists of a core distributed runtime and a set of AI Libraries for accelerating ML workloads.
24,LLM,chatgpt-on-wechat,36865,9207,Python,https://github.com/zhayujie/chatgpt-on-wechat,zhayujie,291,2025-05-22T16:44:52Z,基于大模型搭建的聊天机器人，同时支持 微信公众号、企业微信应用、飞书、钉钉 等接入，可选择GPT4.1/GPT-4o/GPT-o1/ DeepSeek/Claude/文心一言/讯飞星火/通义千问/ Gemini/GLM-4/Kimi/LinkAI，能处理文本、语音和图片，访问操作系统和互联网，支持基于自有知识库进行定制企业智能客服。
